0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0001 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 f001 f001 f001 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 f001 f001 f001 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0001 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 f001 f001 f001 f001 0000 0000 0000 0000 0001 f001 0001 0000 0000 0000 0000 f001 f001 f001 f001 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 0001 0001 0001 0001 f001 f001 f001 f001 0001 f001 0001 f001 f001 f001 f001 0001 0001 0001 0001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 f001 f001 f001 f001 f001 f001 f001 f001 0001 f001 0001 f001 f001 f001 f001 f001 f001 f001 f001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 0001 0001 0001 0001 f001 f001 f001 f001 0001 f001 0001 f001 f001 f001 f001 0001 0001 0001 0001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 f001 f001 f001 f001 f001 f001 f001 f001 0001 f001 0001 f001 f001 f001 f001 f001 f001 f001 f001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 0001 0001 0001 0001 f001 f001 f001 f001 0001 f001 0001 f001 f001 f5c1 f001 0001 0001 0001 0001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 f001 f001 f001 f001 f001 f5c1 f001 0001 0001 0001 0001 0001 f001 f001 f5c1 f001 f001 f001 f001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 0001 0001 0001 0001 f5c1 f5c1 f5c1 0001 f001 f001 f001 0001 f001 f001 f001 0001 0001 0001 0001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 f001 f001 f001 f001 f001 f5c1 f001 0001 f001 f001 f001 0001 f001 f001 f001 f5c1 f5c1 f001 f001 f001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 f001 0001 0001 0001 0001 f001 f001 0001 0001 0001 0001 0001 0001 0001 f001 f001 0001 0001 0001 0001 f001 0000 0000 0000 0000 0000 0000 
